,Borough,Neighborhood,ID,Name
335,Manhattan,Noho,5647ee82498e8bfc0ddef53d,Málà Project
336,Manhattan,Civic Center,5bf4559c65cdf8002c6be196,Joe’s Steam Rice Roll
337,Manhattan,Civic Center,49d3deadf964a5201d5c1fe3,Noodle Village 粥麵軒
338,Manhattan,Midtown South,54b80565498e6d4f36168cd8,Xi'an Famous Foods
339,Manhattan,Midtown South,4e3484038877beb5e9a22a0b,Café China
340,Staten Island,Shore Acres,4bd36553caff95212bd4d4f0,Island Garden
341,Staten Island,Shore Acres,4e5181baa80997aa8a56666f,Fortune Hawaii
342,Staten Island,Randall Manor,4c9d236454c8a1cd8acf804b,Diamond Forest Chinese Food Restaurant
343,Staten Island,Randall Manor,4d80eb27208a5481a3a87d67,Lucky Garden
344,Staten Island,Elm Park,4c254b83a852c92818ade46c,Crown Palace
345,Staten Island,Elm Park,4c93b85cf244b1f7c6621b1d,Fortune Cookie
346,Staten Island,Elm Park,4bd6244d7b1876b098188c86,Empire Szechuan
347,Staten Island,Elm Park,4c5a155e04f9be9a8f14f160,Chin Chin Palace
348,Brooklyn,Remsen Village,4bd4b3bd29eb9c74f13092e1,Tai Lai Chinese Food
349,Brooklyn,Remsen Village,4e63d2867d8b85408a4328cc,Chopsticks Chinese Restaurant
350,Brooklyn,Remsen Village,4d0bdeaeadf0a143dd32857c,House Of Chen
351,Brooklyn,New Lots,5510a863498e5b4305870699,New Shun Hing Restaurant
352,Brooklyn,Mill Basin,4ee01ae9f7903c92cd2e0c6a,ChinaTokyo
353,Brooklyn,Mill Basin,4ba66e74f964a520c05139e3,Kam Fung Chinese Restautrant
354,Queens,Jamaica Hills,4ce49482e571a09332bc8587,Sagar Chinese
355,Queens,Jamaica Hills,5aef90f3b9b37b002ceb20d4,Panda Express
356,Queens,Jamaica Hills,4b7f10f5f964a520001430e3,China King
357,Queens,Utopia,567c9683498ea7d84c364d8c,I Chopsticks
358,Queens,Utopia,4c563940b7a31b8d6cb44dda,Taipan Fusion Restaurant and Hookah Lounge
359,Queens,Utopia,4c561a2d6201e21e10657d6c,New china garden
360,Queens,Pomonok,4bad4b36f964a520f6423be3,Eastern Chinese
361,Queens,Pomonok,4c561a2d6201e21e10657d6c,New china garden
362,Queens,Astoria Heights,51d81d9e5019b8b339258089,Xing Chef
363,Queens,Astoria Heights,4f3234e019836c91c7c0a983,Chop Sticks Chinese
364,Bronx,Concourse Village,4ce9aeae678aa093b7a0efea,Merry Land Buffet
365,Bronx,Mount Eden,4e78d316fa769112d5872477,NO.1 Chinese Restaurant
366,Bronx,Mount Eden,4ded52a2ae6052cbed0423a8,China Wang
367,Bronx,Mount Eden,4da0c70b7aee5481bda6b2fe,wah yong
368,Bronx,Mount Hope,4e78d316fa769112d5872477,NO.1 Chinese Restaurant
369,Manhattan,Sutton Place,5cfab769b399f7002c7ef4f6,Hutong
370,Manhattan,Sutton Place,5b350a77c876c8002c4984d7,Little Tong Midtown
371,Manhattan,Turtle Bay,5b350a77c876c8002c4984d7,Little Tong Midtown
372,Manhattan,Flatiron,59035bc43d47912d4b97f3fc,Xi'an Famous Foods
373,Queens,Blissville,4b4a7016f964a520a18726e3,Ten Full Chinese
374,Queens,Blissville,4aece833f964a52024cc21e3,Tangra Fusion
375,Brooklyn,Weeksville,4daa263f0cb6a89c62682125,Hardee
376,Brooklyn,Weeksville,4c9c2ba40e9bb1f706add15f,Leon Kitchen
377,Brooklyn,Weeksville,4fdaa2bae4b056d3bc5b453a,Dong fang
378,Brooklyn,Weeksville,4bbd4b798ec3d13a85fd1b28,Imperial Kitchen Chinese Restaurant
379,Brooklyn,Broadway Junction,4d8151697c956dcb09cff27b,New Jin Shing Chinese Restuarant
380,Brooklyn,Broadway Junction,575d9a47498ee77302c0e52a,Egg Roll Chinese
381,Staten Island,Manor Heights,4be75c8f2468c928fc720243,Tack's Chinese Take Out
382,Staten Island,Manor Heights,4c53660372cf0f4768a0c4d2,Happy Fortune II
383,Staten Island,Manor Heights,5756be91cd1086df18e54a5d,Peking Kitchen
384,Staten Island,Manor Heights,4bff2b03daf9c9b6dce8f9ef,Peking Kitchen
385,Staten Island,Willowbrook,4be75c8f2468c928fc720243,Tack's Chinese Take Out
386,Staten Island,Willowbrook,5756be91cd1086df18e54a5d,Peking Kitchen
387,Staten Island,Willowbrook,4bff2b03daf9c9b6dce8f9ef,Peking Kitchen
388,Staten Island,Willowbrook,5176f6a0e4b0ca20d5fc613e,Empire East
389,Brooklyn,Homecrest,4b46743ff964a520892126e3,"Golden ""Z"" Restaurant"
390,Brooklyn,Homecrest,4d28b924ebacb1f72efbf34f,Wing Hing Seafood Restaurant
391,Brooklyn,Homecrest,4c126b1aa1010f4773ca4818,Mr. Tang
392,Queens,Middle Village,4bfb224fd2b720a1a5a9326a,Jade Bamboo
393,Queens,Middle Village,4c92cc0c1221b1f7c0f014e2,Golden Harbor
394,Queens,Middle Village,4e4dd064bd41b76bef938bdf,New China
395,Queens,Malba,4bffe248ca1920a1206ced81,Keilly Chinese Restaurant
396,Queens,Malba,4cea91bdfe90a35d50804e0e,A Taste Of China Chinese Food
397,Brooklyn,Highland Park,4f326c1a19836c91c7d64648,Wo Hop Chinese Restaurant
398,Bronx,Bronxdale,4c3f7f2eda3dc928b8f6c5b9,Peking Kitchen
399,Bronx,Bronxdale,4b9d6b45f964a52078ab36e3,Mr. Q's Chinese Restaurant
400,Bronx,Bronxdale,5085d52ae4b0bdebccdaa1ee,China Mia
401,Bronx,Allerton,4c102bf0ce640f471a8d3952,k & Q Chinese Food
402,Bronx,Kingsbridge Heights,566f33e7498e44c2501bda81,Panda Express
403,Brooklyn,Erasmus,4e10c87122713f7d7bcb9d1d,Kam Man Chinese Food
404,Brooklyn,Erasmus,4cec6a0613aea143d4f2609f,Good friends
405,Brooklyn,Erasmus,565e54b1498e7f70c10341ab,Green Lake Express
406,Queens,Hammels,4c72ad2bad69b60cb31b84b9,301 Chinese Resturant
407,Queens,Bayswater,4e4e41e8bd4101d0d7a620e0,Magic Wok
408,Queens,Queensbridge,4af1bed1f964a520bae221e3,Fortune Cookie Restaurant
409,Staten Island,Fox Hills,4cf9aa7ad8468cfadaa9e86b,Kum Fung Kitchen
